StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Familiarity_1,Openness_1,Comfort_1,Study method_1,Study method_2,Study method_3,Study method_4,Study method_5,Study method_6,Study method_7,Study method_7_TEXT,Preference_1,Human vs AI_1,Criteria Professors_1,Criteria Professors_2,Criteria Professors_3,Criteria Professors_4,Criteria Professors_5,Criteria Professors_6,Criteria Professors_7,Criteria Professors_8,Criteria Professors_9,Criteria Professors_10,Criteria Professors_10_TEXT,Frequency_1,Frequency_2,Frequency_3,Frequency_4,Frequency_5,Frequency_6,Frequency_7,Frequency_7_TEXT,Likelihood_1,Likelihood_2,Likelihood_3,Likelihood_4,Likelihood_5,Concern_1,Inputs,Agreement options_1,Agreement options_2,Agreement options_3,Agreement options_4,Agreement options_5,Agreement options_6,Agreement options_7,Impact_1,Performance_1,Grade,Satisfaction_1,Comparison_1,Comparison_2,Comparison_3,Comparison_4,Comparison_5,Comparison_6,Comparison_7,Benefits_1,Benefits_2,Benefits_3,Benefits_4,Benefits_5,Benefits_6,Benefits_7,Benefits_8,Benefits_9,Benefits_10,Benefits_11,Benefits_11_TEXT,Concerns_1,Concerns_2,Concerns_3,Concerns_4,Concerns_5,Concerns_6,Concerns_7,Concerns_8,Concerns_9,Concerns_10,Concerns_11,Concerns_12,Concerns_12_TEXT,Age,Gender,Home country,Level of education,University,Academic field,Thoughts,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions
2024-07-01 10:45:51,2024-07-01 10:57:15,IP Address,100,683,True,2024-07-01 10:57:16,R_8fqtxIVzbYNecvG,anonymous,IT,1,100,62,76,1,3,4,5,2,6,7,,8,11,1,2,3,7,8,9,4,6,5,10,,42,100,100,100,45,25,3,,31,100,9,13,6,6,3,52,41,85,77,77,52,61,63,60,29/30,2,30,64,65,33,33,65,28,Personalizing learning experience,"Accessing resources anytime, anywhere",Managing time better,Saving time,,Receiving instant feedback,Enhancing understanding,,,,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",Limited contextual understanding,,,Lack of human interaction and socialization,Lack of motivation,,Risk of inadequate or incomplete learning outcomes,,Technical issues,,,23-26,Female,Italia,Master's Degree,LUISS university,Economic and Statistical Sciences,"Se usata correttamente e strategicamente sarà un grande vantaggio, in quanto i limiti delle conoscenze saranno ridotti al minimo. Però se verrà usata in modo superficiale (ad esempio per fare tutti i compiti senza neanche ragionarci su) potrà essere un grande problema.",0,,0,0,,0,
2024-07-01 11:00:05,2024-07-01 11:06:45,IP Address,100,400,True,2024-07-01 11:06:46,R_2KvtL3Bzg24ITBF,anonymous,IT,1,61,90,80,2,3,6,1,4,5,7,,65,0,2,1,3,9,4,6,8,5,7,10,,29,87,100,62,22,0,,,24,100,62,1,0,40,4,70,61,30,30,76,85,25,79,65,28.90,19,22,21,20,20,20,74,78,,"Accessing resources anytime, anywhere",,Saving time,,Receiving instant feedback,,Assisting with research,,,,,Accuracy and reliability,,,Privacy and data security,,Lack of human interaction and socialization,,Reduction of university education value,,Over-reliance on technology,,,,23-26,Female,Italia,Master's Degree,LUISS university,Economic and Statistical Sciences,"Credo bisogna trovare il giusto equilibrio nell’utilizzo di queste tecnologie perché si rischia di sminuire l’importanza dell’istruzione ma allo stesso tempo è un ottimo aiuto nel supporto e chiarezza di alcuni concetti ",0,,0,0,,0,
2024-07-01 10:55:41,2024-07-01 11:10:58,IP Address,100,916,True,2024-07-01 11:10:58,R_21MAE9MjID2RUTa,anonymous,IT,1,80,81,75,2,3,4,1,5,6,7,,41,0,1,5,2,4,3,9,7,6,8,10,,68,80,89,50,74,30,,,64,85,16,70,4,60,3,39,43,38,39,58,63,83,94,50,29,15,35,64,63,8,17,63,69,,"Accessing resources anytime, anywhere",,,Maintaining anonymity,Receiving instant feedback,Enhancing understanding,Assisting with research,,Saving money,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",,Privacy and data security,"Ethical considerations (transparency, accountability, misuse)",Lack of human interaction and socialization,Lack of motivation,Reduction of university education value,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,Technical issues,,,23-26,Female,Italia,Master's Degree,Other Italian university,Economic and Statistical Sciences,"Bisogna utilizzarla con intelligenza, non penso sia adeguato e costruttivo per le future generazioni sostituire l’insegnante umano con l’IA. Ma sono d’accordo nell’integrazione di queste tecnologie come mezzo di supporto ",0,,0,0,,0,
2024-07-01 11:10:22,2024-07-01 11:22:30,IP Address,100,728,True,2024-07-01 11:22:31,R_81gwUFkTGnJ7udE,anonymous,IT,1,80,35,65,6,1,2,3,4,7,5,,20,0,2,5,1,6,3,4,7,8,9,10,,0,,,,80,9,,,81,100,28,1,1,25,4,1,1,25,25,25,86,1,25,50,"27,6",0,1,49,1,15,1,100,59,,"Accessing resources anytime, anywhere",,Saving time,,,,Assisting with research,,,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",Limited contextual understanding,,"Ethical considerations (transparency, accountability, misuse)",Lack of human interaction and socialization,Lack of motivation,Reduction of university education value,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,,,,23-26,Male,Italia,Master's Degree,Other Italian university,"Historical, Philosophical, Educational and Psychological Sciences","Credo che l'intelligenza artificiale debba essere solo un'integrazione, una semplificazione, del processo educativo e istruttivo, soprattutto in ambito accademico",0,,0,0,,0,
2024-07-01 11:13:11,2024-07-01 11:31:53,IP Address,100,1121,True,2024-07-01 11:31:53,R_8oLuuuTpun7JFfz,anonymous,IT,1,100,74,100,2,5,6,1,3,4,7,,8,45,4,2,1,6,3,5,7,9,8,10,,11,36,100,49,0,0,100,"Risolvere errori nella programmazione ",99,89,11,3,0,7,> 10,73,59,55,50,50,50,50,100,75,29.85/30,11,30,40,70,30,30,90,50,Personalizing learning experience,"Accessing resources anytime, anywhere",,Saving time,Maintaining anonymity,,,,,,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",Limited contextual understanding,,,,,,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,,,,23-26,Male,"Italia ",Master's Degree,Other Italian university,Mathematical and Computer Science,"Il rapporto umano è indispensabile: l'IA deve essere utilizzata come un supporto, non come un sostituto. I contenuti generati da un'IA devono essere supervisionati da un professore che ne possa confermare la veridicità, soprattutto nell'insegnamento agli studenti. L'IA è uno strumento potente e ignorarne il potenziale sarebbe controproducente.",0,,0,0,,0,
2024-07-01 11:30:38,2024-07-01 11:38:33,IP Address,100,475,True,2024-07-01 11:38:34,R_2DDCN4VOXUbuWhb,anonymous,IT,1,57,43,73,1,2,4,5,6,3,7,,0,0,1,2,3,4,6,5,9,8,7,10,,0,38,20,0,5,,,,82,0,34,1,2,0,2,54,51,64,68,63,5,24,61,51,24,19,29,50,50,50,50,17,57,,"Accessing resources anytime, anywhere",,Saving time,Maintaining anonymity,Receiving instant feedback,,,,Saving money,,,Accuracy and reliability,,,,,Lack of human interaction and socialization,Lack of motivation,Reduction of university education value,,,,,,18-22,Male,Roma,Bachelor's Degree,Other Italian university,Communication Sciences,"A mio modo di vedere, l’IA può essere un’aiuto valido, ma non deve assolutamente sostiuire l’apprendimento tradizionale, frequentare e avere rapporti umani è più importante di un voto all’università ",0,,0,0,,0,
2024-07-01 11:31:55,2024-07-01 11:39:35,IP Address,100,460,True,2024-07-01 11:39:36,R_2qpAdhSILQkWbA2,anonymous,EN,1,100,100,100,1,2,3,4,6,5,7,,15,0,1,2,3,6,4,7,8,5,9,10,,80,50,100,0,100,10,0,,100,75,0,25,0,0,> 10,42,41,65,65,79,25,82,100,50,28/30,11,0,75,20,0,0,50,50,,"Accessing resources anytime, anywhere",,Saving time,,Receiving instant feedback,,Assisting with research,Improving digital skills,,,,,"Bias, unfairness, and insensitivity",Limited contextual understanding,,"Ethical considerations (transparency, accountability, misuse)",,Lack of motivation,Reduction of university education value,,Over-reliance on technology,,,,23-26,Female,"Italy ",Master's Degree,LUISS university,Economic and Statistical Sciences,"If students learn how to use it with the brain, using it during the academic studies and mixing it with the standard in person teaching will be very powerful and increase productivity ",0,,0,0,,0,
2024-07-01 11:42:17,2024-07-01 11:51:34,IP Address,100,556,True,2024-07-01 11:51:34,R_2yAzmSssyD8LIWJ,anonymous,IT,,95,90,100,2,6,5,1,3,4,7,,40,48,2,1,3,4,5,8,6,9,7,10,,90,100,100,70,60,10,76,,50,86,40,30,0,47,> 10,70,60,37,20,80,80,11,100,52,29,10,31,70,50,19,21,15,50,Personalizing learning experience,"Accessing resources anytime, anywhere",,Saving time,Maintaining anonymity,,Enhancing understanding,Assisting with research,Improving digital skills,,,,,"Bias, unfairness, and insensitivity",Limited contextual understanding,Privacy and data security,"Ethical considerations (transparency, accountability, misuse)",Lack of human interaction and socialization,,,,Over-reliance on technology,,,,23-26,Female,Italia,Master's Degree,LUISS university,Economic and Statistical Sciences,Positivo,0,,0,0,,0,
2024-07-01 11:45:05,2024-07-01 11:54:24,IP Address,100,558,True,2024-07-01 11:54:25,R_8EEt1DnJQKtoAcJ,anonymous,IT,1,80,50,100,2,3,6,1,4,5,7,,14,0,3,1,2,9,7,8,4,5,6,10,,100,46,100,76,0,100,,,22,100,15,5,0,0,7,11,10,87,3,0,0,10,0,50,27,0,38,50,50,17,3,50,61,Personalizing learning experience,"Accessing resources anytime, anywhere",Managing time better,,Maintaining anonymity,,,Assisting with research,,,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",,,,Lack of human interaction and socialization,Lack of motivation,Reduction of university education value,,Over-reliance on technology,,,,23-26,Female,Italia,Master's Degree,LUISS university,Economic and Statistical Sciences,.,0,,0,0,,0,
2024-07-01 12:11:09,2024-07-01 12:24:59,IP Address,100,829,True,2024-07-01 12:25:00,R_8dRSabFVO3sLaHJ,anonymous,IT,1,70,80,70,5,2,6,1,3,4,7,,0,0,2,3,4,7,8,6,9,1,5,10,,,50,0,0,0,0,0,,100,100,20,0,0,60,4,0,20,20,0,0,0,0,30,50,28,0,0,30,40,0,0,70,70,Personalizing learning experience,,,,,,,Assisting with research,,,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",,,,Lack of human interaction and socialization,,,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,,,,27-30,Male,Italia,Master's Degree,Other Italian university,Industrial and Information Engineering,Penso che possa essere un'ottimo strumento che però non potrà mai sostituire completamente l'uomo. Penso che l'istruzione con IA generativa possa diventare un supporto migliore ma porterebbe inevitabilmente a non dover più cercare una risposta da varie fonti riducendo la capacità di analisi.,0,,0,0,,0,
2024-07-01 12:22:53,2024-07-01 12:37:21,IP Address,100,867,True,2024-07-01 12:37:23,R_8qERf7q6QIPKBzn,anonymous,IT,,70,90,100,2,3,5,1,4,6,7,,0,0,2,1,6,9,5,4,7,3,8,10,,60,100,100,70,50,20,,,60,60,30,70,0,70,8,90,80,90,70,100,100,80,100,70,30,0,0,0,50,0,50,0,0,Personalizing learning experience,"Accessing resources anytime, anywhere",,Saving time,,Receiving instant feedback,,Assisting with research,,Saving money,,,Accuracy and reliability,,,Privacy and data security,,,,,Risk of inadequate or incomplete learning outcomes,,Technical issues,,,18-22,Male,Italia,Master's Degree,Other Italian university,Economic and Statistical Sciences,"Credo che la qualità delle informazioni possa diventare migliore e più completa, tuttavia è sempre necessaria la presenza di un professore, la cui figura è imprescindibile.",0,,0,0,,0,
2024-07-01 12:22:20,2024-07-01 12:38:59,IP Address,100,998,True,2024-07-01 12:38:59,R_2fuWqYI33co9bmp,anonymous,IT,1,60,80,90,3,2,5,1,4,6,7,,0,10,1,2,5,9,4,7,3,6,8,10,,35,59,75,1,50,5,,,50,60,85,55,1,1,4,100,100,100,100,50,100,100,90,90,30,50,53,35,70,10,15,65,46,,"Accessing resources anytime, anywhere",Managing time better,Saving time,,,Enhancing understanding,Assisting with research,,,,,,,Limited contextual understanding,,,Lack of human interaction and socialization,Lack of motivation,Reduction of university education value,,Over-reliance on technology,,,,23-26,Female,Italia,Master's Degree,Other Italian university,Economic and Statistical Sciences,"Sicuramente è un grande passo in avanti per la società, aiuta molto nella circolazione di informazioni e nell’apprendimento, ma bisogna fare attenzione a non diventarne dipendenti.",0,,0,0,,0,
2024-07-01 12:55:56,2024-07-01 13:04:33,IP Address,100,516,True,2024-07-01 13:04:33,R_8jRzRsnXehp8vIZ,anonymous,IT,,70,90,100,2,3,1,6,5,4,7,,0,10,4,3,6,7,1,8,2,9,5,10,,75,77,55,15,100,75,,,84,100,18,51,0,32,> 10,6,10,81,80,10,14,86,98,94,28/30,23,24,100,100,10,11,100,86,,"Accessing resources anytime, anywhere",,,,,Enhancing understanding,Assisting with research,Improving digital skills,,,,Accuracy and reliability,,,Privacy and data security,,Lack of human interaction and socialization,Lack of motivation,Reduction of university education value,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,,,,23-26,Female,Italia,Master's Degree,University abroad (not in Italy),Economic and Statistical Sciences,"Andrebbe integrata in modo che gli studenti imparino subito come usarla. Ma allo stesso tempo devo sviluppare una conoscenza indipendentemente dall'utilizzo della tecnologia ",0,,0,0,,0,
2024-07-01 13:37:12,2024-07-01 13:50:01,IP Address,100,769,True,2024-07-01 13:50:02,R_2lKPWCVIzG9cAlX,anonymous,IT,1,80,71,60,2,5,4,1,3,6,7,,12,20,2,4,3,1,5,9,8,7,6,10,,12,30,11,5,47,9,,,100,94,3,0,0,100,6,0,0,50,0,0,0,0,30,70,29/30,0,15,74,17,15,13,81,16,,"Accessing resources anytime, anywhere",,,,Receiving instant feedback,,,,,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",Limited contextual understanding,,,Lack of human interaction and socialization,,Reduction of university education value,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,,,,23-26,Female,"Italia ",Master's Degree,Other Italian university,Political and Social Sciences,"L’IA sarà sicuramente parte dell’istruzione del futuro, ma solo quando anche i professori “tradizionali” ne comprenderanno la portata dato che spesso l’utilizzo delle tecnologie viene associato solo al copiare. Dall’altra parte credo che non bisognerà abbandonare i metodi di insegnamento classico, perché il contatto umano e le conoscenze che una persona può trasmetterti sono la base per approcciarsi a nuove passioni. Un tipo di insegnamento non dovrebbe escluderne un altro, e si dovrebbe arrivare ad un punto di coesistenza. ",0,,0,0,,0,
2024-07-01 13:42:16,2024-07-01 13:55:44,IP Address,100,808,True,2024-07-01 13:55:45,R_2pgTWkDGydVnnvp,anonymous,IT,1,100,100,100,2,3,4,1,5,6,7,,0,0,5,4,1,6,3,7,2,8,9,10,,55,77,17,40,20,24,14,,50,85,6,14,10,23,5,53,68,51,60,70,70,80,85,80,29/30,60,70,40,80,70,70,50,40,Personalizing learning experience,"Accessing resources anytime, anywhere",Managing time better,,Maintaining anonymity,,,Assisting with research,,,,,Accuracy and reliability,,Limited contextual understanding,,,,Lack of motivation,,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,,,,23-26,Female,Italia,Master's Degree,Other Italian university,Political and Social Sciences,"Credo che possa portare dinamicità e innovazione, porterà ad avere un’istruzione completa  ",0,,0,0,,0,
2024-07-01 14:27:17,2024-07-01 14:37:29,IP Address,100,611,True,2024-07-01 14:37:30,R_2lEN5Hw43xyCLu1,anonymous,IT,1,65,100,100,2,4,5,1,3,6,7,,0,0,1,2,5,3,6,7,8,4,9,10,,0,0,0,0,0,0,0,,26,13,0,0,0,64,5,0,0,0,0,18,0,0,49,50,28.7/30,0,0,62,32,19,0,70,50,,"Accessing resources anytime, anywhere",,Saving time,,,,,Improving digital skills,,,,Accuracy and reliability,,Limited contextual understanding,,,Lack of human interaction and socialization,Lack of motivation,Reduction of university education value,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,,,,23-26,Male,Italia,Master's Degree,Other Italian university,Industrial and Information Engineering,"Spero che docenti e genitori siano in grado di gestire le interazioni degli studenti con queste tecnologie, ma credo che prenderanno il sopravvento e spesso verranno utilizzate nel modo sbagliato (come per fare i compiti/esami/esercitazioni al posto loro)",0,,0,0,,0,
2024-07-01 14:40:18,2024-07-01 14:46:35,IP Address,100,377,True,2024-07-01 14:46:36,R_8hsYgY8EnKQ6f08,anonymous,IT,1,100,100,100,2,3,5,1,4,6,7,,0,0,1,2,3,8,9,6,7,5,4,10,,71,22,100,0,18,66,,,39,15,1,29,2,25,5,100,35,23,21,100,18,30,77,56,29,7,0,13,29,0,0,61,33,,"Accessing resources anytime, anywhere",Managing time better,Saving time,Maintaining anonymity,,Enhancing understanding,Assisting with research,,,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",Limited contextual understanding,,,Lack of human interaction and socialization,Lack of motivation,,,,,,,23-26,Female,italia,Master's Degree,LUISS university,Mathematical and Computer Science,"È un grande strumento per lo sviluppo ed il miglioramento dei metodi di studio personali, ma non credo che possa mai sostituire il ruolo di un insegnante umano",0,,0,0,,0,
2024-07-01 14:53:01,2024-07-01 15:01:00,IP Address,100,478,True,2024-07-01 15:01:00,R_8i3Sqd8F2fw1shG,anonymous,IT,1,86,75,75,2,3,4,1,5,6,7,,0,50,1,4,3,5,9,6,2,8,7,10,,37,71,81,81,100,49,4,,74,75,38,80,23,100,3,9,54,64,67,23,56,56,78,91,28,20,29,86,60,23,26,64,50,,,,Saving time,Maintaining anonymity,,,Assisting with research,Improving digital skills,Saving money,,,Accuracy and reliability,"Bias, unfairness, and insensitivity",Limited contextual understanding,Privacy and data security,"Ethical considerations (transparency, accountability, misuse)",,,,,,,,,23-26,Female,Milano,Master's Degree,Other Italian university,Economic and Statistical Sciences,"La cooperazione e l’integrazione dello strumento nella vita umana, e non la totale sostituzione dell’IA all’uomo, può portare a benefici sostanziali (risorse gratis, assistenza, consigli, feedback, correzioni). il tutto con efficienza e ottimizzazione dei tempi. ",1,QID29,0,0,,0,
2024-07-01 17:00:03,2024-07-01 18:40:54,IP Address,100,6050,True,2024-07-01 18:40:55,R_2Pb8feOAXGGs6Fn,anonymous,EN,1,0,85,90,1,2,3,4,5,7,6,,95,0,1,2,6,9,8,5,7,4,3,10,,15,25,,35,,,,,100,0,0,0,0,50,2,63,55,0,0,95,55,35,75,60,27.84/30,10,0,75,0,28,73,100,20,,,,,Maintaining anonymity,Receiving instant feedback,,,,,,,Accuracy and reliability,,Limited contextual understanding,,,,,,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,,,,23-26,Male,Italy,Master's Degree,LUISS university,Mathematical and Computer Science,". ",0,,0,0,,0,
2024-07-01 18:46:58,2024-07-01 18:59:42,IP Address,100,764,True,2024-07-01 18:59:42,R_8fJ9RfBkVKGfcfc,anonymous,IT,1,55,100,97,2,3,5,1,4,7,6,,20,8,3,1,5,6,2,8,9,4,7,10,,48,100,69,63,4,79,0,,82,100,6,0,0,46,8,40,73,100,85,88,10,7,86,54,28.69,38,10,100,6,10,3,0,7,Personalizing learning experience,"Accessing resources anytime, anywhere",,,,,Enhancing understanding,Assisting with research,,,,,Accuracy and reliability,,,Privacy and data security,,Lack of human interaction and socialization,,,,,,,,27-30,Male,Italia,Master's Degree,Other Italian university,Political and Social Sciences,"Penso che l'integrazione delle tecnologie sia necessario ma non può e non deve sostituire la lezione frontale classica, deve essere a supporto dei docenti e non sostituirli sia per quanto riguarda le lezioni, sia per le valutazioni.",0,,0,0,,0,
2024-07-01 21:08:03,2024-07-01 21:15:38,IP Address,100,454,True,2024-07-01 21:15:38,R_2MswobeppIr8VJn,anonymous,IT,1,55,72,77,1,2,3,5,4,6,7,,43,32,1,2,6,9,5,8,7,3,4,10,,64,42,3,11,44,5,,,47,41,16,5,0,75,5,68,15,41,23,44,24,24,75,59,29/30,51,46,53,60,38,36,42,35,Personalizing learning experience,"Accessing resources anytime, anywhere",,Saving time,,Receiving instant feedback,,,,,,,Accuracy and reliability,,Limited contextual understanding,,,,,,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,,,,23-26,Female,Italia,Master's Degree,Other Italian university,Economic and Statistical Sciences,"Penso che nella giusta misura l'AI possa essere uno strumento d'aiuto per l'istruzione. Ma deve essere usato come strumento complementare al contatto umano con i professori, non penso possa mai sostituire al 100% l'insegnamento tradizionale",0,,0,0,,0,
2024-07-01 21:55:17,2024-07-01 22:09:38,IP Address,100,861,True,2024-07-01 22:09:38,R_2exyTC3YLmDP50L,anonymous,IT,1,62,93,91,2,4,5,3,1,6,7,,0,0,2,1,5,8,6,3,7,4,9,10,,12,27,23,0,0,0,0,,86,49,11,10,0,4,3,0,0,13,28,0,14,8,80,50,29,7,0,100,72,0,0,74,48,,"Accessing resources anytime, anywhere",Managing time better,Saving time,,,,,,Saving money,,,Accuracy and reliability,,Limited contextual understanding,,,Lack of human interaction and socialization,,Reduction of university education value,Risk of inadequate or incomplete learning outcomes,Over-reliance on technology,,,,23-26,Female,Italia,Master's Degree,Other Italian university,Chemical Science,-,0,,0,0,,0,
2024-07-01 22:48:02,2024-07-01 23:01:29,IP Address,100,807,True,2024-07-01 23:01:30,R_8qsiymstYTVNrsu,anonymous,IT,1,50,60,75,2,3,4,1,5,6,7,,100,50,1,2,3,4,5,9,8,7,6,10,,50,50,50,50,0,0,0,,50,50,0,0,0,70,5,60,60,50,50,100,50,30,50,50,25/30,30,50,50,50,50,50,50,50,,"Accessing resources anytime, anywhere",Managing time better,Saving time,,,,,Improving digital skills,,,,,,,Privacy and data security,"Ethical considerations (transparency, accountability, misuse)",,Lack of motivation,,Risk of inadequate or incomplete learning outcomes,,Technical issues,,,23-26,Female,Italia,Bachelor's Degree,Other Italian university,Legal Sciences,Penso che sia un percorso quasi naturale ormai.,0,,0,0,,0,
2024-07-01 23:21:04,2024-07-01 23:35:32,IP Address,100,868,True,2024-07-01 23:35:33,R_2C4jh9wu5al8M0p,anonymous,IT,0.699999988079071,50,70,60,2,4,5,3,1,6,7,,31,32,2,1,3,6,8,9,7,4,5,10,,0,20,0,0,0,0,0,,20,0,0,0,0,64,6,46,22,20,20,0,21,52,50,50,"Non ho media, sto seguendo un master",30,49,50,33,50,31,50,69,Personalizing learning experience,"Accessing resources anytime, anywhere",,,,Receiving instant feedback,,,,,,,,,,Privacy and data security,,Lack of human interaction and socialization,Lack of motivation,,,,,,,23-26,Female,"Italia ",MBA,Other Italian university,Legal Sciences,"Potrebbe aiutare a creare un'istruzione più individualizzata, soprattutto nei confronti di studenti con bes e dsa. Purtroppo non so ancora farmi un'idea completa poiché l'ho usata molto poco nel mio percorso di studi.",0,,0,0,,0,
2024-06-26 10:50:27,2024-06-26 10:50:40,IP Address,3,12,False,2024-07-03 10:50:46,R_2tbHJwHNUv4vDoZ,qr,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,
2024-07-01 22:28:44,2024-07-03 11:05:39,IP Address,100,131815,True,2024-07-03 11:05:40,R_8uBuSxsEjlfGhv0,anonymous,IT,1,70,70,100,5,2,1,3,4,6,7,,7,0,1,3,2,4,5,6,9,8,7,10,,23,28,5,6,36,,,,100,60,31,29,1,100,3,51,38,10,56,56,42,56,60,50,25,0,0,3,2,3,3,2,60,Personalizing learning experience,,,,,,,,,,,,,,,Privacy and data security,,Lack of human interaction and socialization,,,,,,,,18-22,Male,Italia,Bachelor's Degree,Other Italian university,Physical Science,"eliminano le restrizioni di tempo e spazio, consentendo agli studenti di studiare in qualsiasi momento e da qualsiasi luogo. ",0,,0,0,,0,
